"Codigo","Descripcion","lista3","Tipo","IVA","ROS","MZA","CBA","LUG","Grupo","Rubro","Part Number" 
"41915","HP 100 GRIS FOTOGRAFICO C9368AL - VENCIDO","1.21","A","10.5","0","0","0","7","5","001-0001","C9368AL"
"10589","HP 13 CYAN C4815A VENCIDO","3.18","A","10.5","0","0","0","4","5","001-0001","C4815A"
"10590","HP 13 MAGENTA 14 ML C4816A VENCIDO","3.18","A","10.5","0","0","0","1","5","001-0001","C4816A"
"18208","HP 971 AMARILLO VENC CN624AM P/HPX451XD/X476DW","3.18","A","10.5","0","27","0","107","5","001-0001","CN624AM"
"18206","HP 971 CIAN VENC CN622AM P/HP X451XD/X476DW","3.18","A","10.5","0","31","0","124","5","001-0001","CN622AM"
"18207","HP 971 MAGENTA VENC CN623AM P/HPX451XD/X476DW","3.18","A","10.5","0","29","0","125","5","001-0001","CN623AM"
"31552","HP ADAPTER PHOTOSMART M KIT L1815A","71.96","A","10.5","0","0","1","0","5","001-0558","L1815A"
"5082","HP ADF PAQUETE DE PAÑOS DE LIMPIEZA C 9943B","2.42","A","21","0","0","0","1","5","001-0001","C9943B#101"
"71234","HP BANDEJA P/SOBRES C8053A HP4100 LASER","332.05","A","10.5","1","0","0","0","5","001-1001","C8053A"
"70480","HP DLT Cleaning Cartridge  C5142A","56.52","A","10.5","0","0","1","0","5","001-0520","C5142A"
"72750","HP DLT IIIXT 30/60GB C5141A","0.2","A","21","0","2","9","9","5","001-0520","C5141A"
"2956","HP DLT VS160 Cleaning Cartridge C8016A","56.94","A","21","0","0","1","2","5","001-0520","C8016A"
"32709","HP DRIVE 1.44MB DL360G4 DL580G3 KIT","11.01","A","10.5","1","0","0","0","605","001-0500","390164-B21"
"914","HP INFRA C3277A P/HP 340C","71.8","A","21","1","0","0","0","5","001-0010","C3277A"
"11634","HP SIST DE TINTA NEGRA UV DESINGJET 410ML C1892A","296.56","A","10.5","0","0","0","1","5","001-0608","C1892A"
"1177","HP TONER C3102A CIAN P/HP 5/5M/5N","15.88","A","21","0","0","0","1","5","001-0001","C3102A"
"1179","HP TONER C3104A ROJO LASERJET COLOR","15.88","A","21","0","0","0","1","5","001-0001","C3104A"
"2470","HP TONER C4150A CIAN P/HP 8500/8550","15.88","A","21","0","1","0","2","5","001-0001","C4150A"
"30159","HP TONER Q2682A AMARILLO P/HP 3700","15.88","A","21","0","1","0","0","5","001-0001","Q2682A"
"HPE726","HPE 16GB 1Rx8 PC5-4800B-R Smart Kit","869.75","A","10.5","0","0","0","57","605","001-0523","P43322-B21"
"HPE537","HPE 1TB SATA 7.2K SFF BC HDD","381.97","A","10.5","0","0","0","64","605","001-0524","P28610-B21"
"HPE591","HPE 1U Gen10 4LFF SAS Cable Kit","62.44","A","10.5","0","0","0","3","605","001-0500","866452-B21"
"HPE538","HPE 2TB SATA 7.2K SFF BC 512e HDD","510.74","A","10.5","0","0","0","3","605","001-0524","P28500-B21"
"HPE727","HPE 32GB 2Rx8 PC5-4800B-R Smart Kit","1636.89","A","10.5","0","0","0","86","605","001-0523","P43328-B21"
"HPE546","HPE 64GB 2Rx4 PC4-3200AA-R Smart Kit","406.89","A","10.5","0","0","0","40","605","001-0523","P06035-B21"
"HPE728","HPE 64GB 2Rx4 PC5-4800B-R Smart Kit","3250.06","A","10.5","0","0","0","31","605","001-0523","P43331-B21"
"HPE670","HPE 960GB SATA RI LFF LPC MV SSD","1252.96","A","10.5","2","0","0","8","605","001-0526","P47808-B21"
"HPE661","HPE BCM 5719 1Gb 4p BASE-T OCP Adptr","317.99","A","10.5","0","0","0","5","605","001-0528","P51181-B21"
"14502-E","HPE BLc 10G SFP+ SFP+ 3m DAC Cable","241.2","A","10.5","0","0","0","52","605","001-0500","487655-B21"
"18584","HPE BLc 10G SFP+ SFP+ 5m DAC Cable","230.76","A","10.5","0","0","0","7","605","001-0500","537963-B21"
"21628-E","HPE BLC VC 1G SFP RJ45 Transceiver","92.95","A","10.5","0","0","0","20","605","001-0500","453154-B21"
"HPE540","HPE Broadcom MR416i-p Cntrl for HPE Gen10+","1075.01","A","10.5","0","0","0","1","605","001-0500","P06367-B21"
"HPE542","HPE DL20 G10+ 4SFF Chassis 2SFF Cbl Kit","293.13","A","10.5","0","0","0","2","605","001-0500","P45471-B21"
"HPE049","HPE DL360 GEN10 8SFF DP/USB/ODD BLNK KIT","80.99","A","10.5","0","0","0","2","605","001-0500","868000-B21"
"HPE811","HPE DL380 G11 2U Standard (2 x Single-Rotor)FanKit","128.22","A","10.5","0","0","0","4","605","001-0500","P49146-B21"
"HPE050","HPE DL380 GEN10 UNIVERSAL MEDIA BAY","154.09","A","10.5","0","0","0","1","605","001-0500","826708-B21"
"HPE828","HPE DL380 Gen11 Std Heat Sink Kit","119.79","A","10.5","0","0","0","1","605","001-0500","P49145-B21"
"HPE732","HPE DL380/DL560 G11 High Perf 2U HS Kit","209.63","A","10.5","0","0","0","4","605","001-0500","P48818-B21"
"HPE543","HPE DL385 Gen10+ v2 AMD EPYC 7313 Kit","1448.53","A","10.5","0","0","0","5","605","001-0522","P38669-B21"
"HPE544","HPE DL38X Gen10 Plus Maximum Performance Fan Kit","243.34","A","10.5","0","0","0","4","605","001-0500","P14608-B21"
"HPE810","HPE DL3X0 Gen11 1U 2P Standard Fan Kit (2 fans)","204.65","A","10.5","0","0","0","4","605","001-0500","P54697-B21"
"HPE733","HPE DL3X0 Gen11 1U Stnd Heat Sink Kit","116.46","A","10.5","0","0","0","4","605","001-0500","P48904-B21"
"HPE888-E","HPE Ext 1.0m MiniSAS HD-MiniSAS HD Cbl","100","A","10.5","0","0","0","4","605","001-0500","716195-B21"
"49565","HPE LTO-5 Ultrium RW Bar Code Label Pack X 100","71.93","A","10.5","0","0","0","1","605","001-0520","Q2011A"
"HPE477","HPE LTO-9 45000 Ext Tape Drive","7426.38","A","10.5","0","0","0","1","605","001-0521","BC042A"
"HPE055","HPE ML350 Gen10 Redundant Fan Cage Kit","108.11","A","10.5","0","0","0","6","605","001-0500","874572-B21"
"HPE734","HPE ML350 Gen11 Sec CPU Fan Kit","92.5","A","10.5","0","0","0","3","605","001-0500","P47902-B21"
"HPE735","HPE ML350 Gen11 Stnd Heat Sink Kit","228.27","A","10.5","0","0","0","3","605","001-0500","P47223-B21"
"HPE664","HPE MSA 3.84TB SAS RI SFF M2 SSD","7768.38","A","10.5","0","0","0","10","605","001-0527","R3R30A"
"HPE545","HPE ProLiant DL3X5 Gen10 Plus Standard Heat Sink K","74.48","A","21","0","0","0","4","605","001-0500","P39994-B21"
"HPE608-E","HPE QSFP28 to SFP28 Adapter","197.78","A","10.5","0","0","0","4","605","001-0500","845970-B21"
"HPE884-E","HPE SN2410bM 48SFP+ 8QSFP28 P2C Swch","1341.82","A","10.5","0","0","0","2","605","001-0430","Q6M28A"
"11409","HT ACC. ANGULO INT AI 1821 MARFIL","0.03","A","21","6","0","19","85","257","001-0055","AI 1821"
"11415","HT ACC. CP2735 CURVA PLA 90 MARF BOLSA X 25U","2.07","A","21","1","0","1","2","257","001-0055","CP2735"
"11356","HT ACC. DERIVACION T  PLANA C/BASE S/SEP X2U","0.56","A","21","4","0","2","16","257","001-0055","FDT2"
"11413","HT ACCESORIO ANGULO EXTERNO MARFIL BOLSA X 25U","0.8","A","21","1","0","0","5","257","001-0055","AT1825"
"11412","HT ACCESORIO ANGULO EXTERNO P/18 X 21MM - 25U","0.8","A","21","2","0","0","3","257","001-0055","AE 1823"
"11662","HT ACCESORIO ANGULO EXTERNO P/20 X 10MM - X 25U","0.8","A","21","1","0","0","4","257","001-0055","AE2012"
"11664","HT ACCESORIO ANGULO EXTERNO PARA C.C 14X7 MARFIL","0.03","A","21","0","0","0","6","257","001-0055","AE149"
"11389","HT ACCESORIO ANGULO EXTERNO PARA C.C 27X30 - 25U","2.11","A","21","1","0","1","3","257","001-0055","CE2732"
"11667","HT ACCESORIO ANGULO EXTERNO PARA C.C 40X30 - 25U","2.45","A","21","1","0","0","0","257","001-0055","CE4032"
"11660","HT ACCESORIO ANGULO INT P/20 X 10MM X 25U","0.8","A","21","2","0","0","3","257","001-0055","AI2011"
"11663","HT ACCESORIO ANGULO INTERNO P/14 X 7MM BOLSA X 25U","0.71","A","21","0","0","0","6","257","001-0055","AI148"
"11403","HT ACCESORIO ANGULO INTERNO P/40 X 30MM -  X 25U","2.45","A","21","0","0","0","1","257","001-0055","CI4033"
"11405","HT ACCESORIO ANGULO INTERNO PARA C.C 27X30 - 25U","2.11","A","21","1","0","1","3","257","001-0055","CI 2733"
"11346","HT ACCESORIO BASTIDOR P/FACE PLATE  X 10U","2.32","A","21","25","0","0","9","257","001-0055","FDC/EFP"
"11807","HT ACCESORIO CODO C/base y tapa.  X 6U","2.89","A","21","1","0","0","7","257","001-0055","CO 7517"
"11809","HT ACCESORIO CURVA PARA PISO CANAL X12","2.87","A","21","1","0","0","1","257","001-0055","CO 4813"
"11659","HT ACCESORIO CURVA PLANA 90º  P/14 X 7MM X 25U","0.71","A","21","0","0","0","6","257","001-0055","AR150"
"11658","HT ACCESORIO CURVA PLANA 90º  P/20 X10MM X 25U","0.78","A","21","1","0","0","2","257","001-0055","AR2013"
"11404","HT ACCESORIO CURVA PLANA 90º P/18X21 -  X25U","0.8","A","21","2","0","0","4","257","001-0055","AR1824"
"11666","HT ACCESORIO CURVA PLANA 90º P/30 X 40MM - X 25U","2.45","A","21","1","0","0","2","257","001-0055","CP4035"
"11358","HT ACCESORIO DERIVACION T PLANA C/BASE S/SEP","0.66","A","21","5","0","12","72","257","001-0055","FDT2"
"11353","HT ACCESORIO MODULO PORTA FACE PLATE","0.45","A","21","0","0","2","21","257","001-0055","MAFP"
"11364","HT ACCESORIO MODULO PORTA FACE PLATE CON SEPARADOR","0.83","A","21","9","0","2","1","257","001-0055","SMSFP"
"11355","HT ACCESORIO P/UNIC MODULO PORTA BASTIDOR UNIVERS","0.53","A","21","0","0","0","4","257","001-0055","MAU"
"129","HT ACCESORIO PARA MONTAJE CUALQ.T/BASTIDOR","2.03","A","21","0","1","1","27","257","001-0055","FDC/E"
"11388","HT ACCESORIO PLACA SIMPLE SCHUKO BLANCO","0.25","A","21","9","0","6","43","257","001-0055","FPSSB"
"11359","HT ACCESORIO SEPARADOR ESTETICO X 25U","3.22","A","21","1","0","0","1","257","001-0055","FDC/SEP"
"11410","HT ACCESORIO TAPA FINAL P/27X30 -  X 25U","2.11","A","21","1","0","1","2","257","001-0055","FC 2731"
"11665","HT ACCESORIO TAPA TERMINACION P/20 X 10 MM - X25U","0.78","A","21","1","0","0","3","257","001-0055","AF2015"
"11668","HT ACCESORIO TAPA TERMINACION P/40 X 30 MM - X 25U","2.45","A","21","2","0","1","0","257","001-0055","FC4031"
"35102","HT ACCESORIO TAPA TERMINAL X 10U","2.94","A","21","3","0","3","3","257","001-0055","FDA"
"11343","HT ACCESORIO UNI ANGULO EXT MOVIL 70/105º","0.37","A","21","1","0","1","10","257","001-0055","FDAEM"
"11810","HT ACCESORIO UNION 12 UNIDADES","2.6","A","21","1","0","1","1","257","001-0055","UN4813"
"11406","HT ACCESORIO UNION CABLE CANAL 14MM X 7MM  X 25U","0.71","A","21","0","0","0","1","257","001-0055","AU153"
"11661","HT ACCESORIO UNION P/20 X 10MM MARF BOLSA X 25U","0.8","A","21","1","0","0","3","257","001-0055","AU2016"
"11390","HT ACCESORIO UNION P/27X30   -  25U","2.07","A","21","1","0","2","1","257","001-0055","UN2736"
"11411","HT ACCESORIO UNION P/40 X 30 MM X 25U","2.45","A","21","2","0","1","0","257","001-0055","UN4036"
"11808","HT ACCESORIO UNION P/75 X 14MM  X4U","0.47","A","21","2","0","1","9","257","001-0055","PR 7517"
"11408","HT ACCESORIO UNION PLANA P/14 X 7 MM X 25U","0.71","A","21","0","0","1","4","257","001-0055","AT151"
"11402","HT ACCESORIO UNION T PLANA P/20 X 10 MM X 25U","0.8","A","21","2","0","0","3","257","001-0055","AT2014"
"11391","HT ACCESORIO UNION T PLANA P/27X30  X 25U","1.98","A","21","1","0","2","1","257","001-0055","CT2734"
"12035","HT ACCESORIO UNION T PLANA P/40X30  BOLSA X 25U","3.45","A","21","2","0","1","0","257","001-0055","CT 4034"
"11367","HT ACCESORIOS CAJA DE DERIVACION PARA 2 FACEPLATES","0.97","A","21","8","0","0","0","257","001-0055","SCSFP"
"11354","HT ANGULO INTERNO MOVIL","0.49","A","21","0","0","0","6","257","001-0055","FDAIM"
"11366","HT ANGULO INTERNO MOVIL SISTEMA UNIC 100x50MM X25","0.9","A","21","8","0","4","0","257","001-0055","FDAIM"
"11381","HT CABLE CANAL 27X30 MM  MARFIL VARILLA X 2 METROS","0.71","A","21","0","0","0","3","257","001-0055","HT2730"
"11380","HT CABLE CANAL 40MM X 30MM VARILLA X 2 MTS","0.49","A","21","1","0","0","0","257","001-0055"," HT4030"
"11368","HT CABLECANAL 14X7 MM C/ADHESIVO VARILLA X 2 MET","0.25","A","21","0","0","0","0","257","001-0055","HTA147"
"11374","HT CABLECANAL 18X21 MM MARFIL STD VARILLA X 2 MTS","0.34","A","21","0","0","0","1","257","001-0055","HT1821"
"11369","HT CABLECANAL 18X21MM C/ADHESIVO VARILLA X 2 MTRS","0.42","A","21","1","0","0","0","257","001-0055","HTA1821"
"11371","HT CABLECANAL 27X30 MM C/ADHESIVO VARILLA X 2 ME","0.95","A","21","0","0","0","0","257","001-0055","HTA2730"
"11375","HT CABLECANAL MINIC.S/ADH. X TRAMO  X2 METROS","0.2","A","21","0","0","0","11","257","001-0055","HT2010"
"11361","HT CAJA DERIVACION P/BASTIDORES UNIVERSALES+BASE","0.71","A","21","1","0","0","0","257","001-0055","CDU"
"11365","HT CAJA DERIVACION P/FACE PLATE C/BASE MARF","0.84","A","21","0","0","1","5","257","001-0055","CDFP"
"11352","HT CURVA PLANA UNICANAL MARFIL","1.03","A","21","13","0","11","51","257","001-0055","FDCP"
"11382","HT FACE PLAT.RJ/LUC/CERR.","0.5","A","21","7","0","7","42","257","001-0055","FPLCB Bl"
"11805","HT FACE PLATE DOB. SHUKO","0.23","A","21","10","0","6","43","257","001-0055"," FPDSB BI"
"12022","HT FACE PLATE MARCO ADAPTADOR P/LINEA CAMBRE MARF","0.13","A","21","0","0","6","20","257","001-0055","FPPBC"
"35100","HT FACE PLATE RJ/POU/ABIE","0.5","A","21","15","0","0","46","257","001-0055","FPYAB Bl"
"11383","HT FACE PLATE RJ/POU/CERR.","0.5","A","21","6","0","6","42","257","001-0055","FPYCB Bl"
"35101","HT FACE PLATE RJ/RWD/ABIE","0.5","A","21","0","0","7","37","257","001-0055","FPWAB bl"
"11384","HT FACE PLATE RJ/RWD/CERR","0.5","A","21","8","0","8","0","257","001-0055","FPWCB"
"11387","HT FACE PLATE SICA MARFIL","0.13","A","21","9","0","5","0","257","001-0055","FPPBSB"
"47298","HT FACE PLATE SICA MARFIL","0.91","A","21","9","0","6","42","257","001-0055","FPPBBB"
"11386","HT FACE PLATE.ADAP/PLASNAVI","0.13","A","21","9","0","6","43","257","001-0055","FPPBP B"
"11385","HT FACE PLATE.ADAPT/JELUZ","0.13","A","21","9","0","6","35","257","001-0055","FPPBJ B"
"47297","HT FACE PLATE.RJ/AMP/CERR","3.48","A","21","0","0","7","3","257","001-0055","FPACB BL"
"11376","HT FACEPLATE TAPA CIEGA","0.19","A","21","1","0","4","9","257","001-0055","FPTCB Bl"
"11400","HT ROSETA 3 MODULOS + MARCO","0.98","A","21","0","0","0","10","257","001-0055","PD3M"
"128","HT SEPARADOR UNICANAL PARA UNICANAL 100x50mm","3.31","A","21","7","0","5","0","257","001-0055","FDS HT50"
"11407","HT TAPA FINAL DE CANAL 14X7MM COLOR MARFIL X25U","0.71","A","21","1","0","1","3","257","001-0055","AF152"
"11812","HT TAPA FINAL MARFIL ALUMINIO X 2U","0.58","A","21","3","1","1","11","257","001-0055","CPA-TAP"
"11360","HT UNICANAL ACCESORIO UNION X 25U","4.68","A","21","0","0","0","1","257","001-0055","FDGU"
"11357","HT UNICANAL ZOCALO CANAL 100 X 50MM-VARILLA X2 MTS","2.73","A","21","0","0","0","2","257","001-0055","FDC 100X50"
"2167","HUB  8P 3COM 3C16753 10/100 220V.","44.18","A","10.5","0","0","3","0","1","001-0430",""
"213044","HUB GENIUS UH-400 USB-C A USB-A 3.0  X4","7.69","A","21","30","13","24","28","40","001-0010","31240002400"
"213045","HUB GENIUS UH-500 USB-C A USBX2/ 1XHDMI/ 1XUSBC","18.81","A","21","28","8","25","116","40","001-0010","31240003400"
"213897","HUB HIKSEMI DS8 USB-C A USB X4 /HDMI X1","23.89","A","21","1","0","0","5","606","001-0010","311602999"
"212284","HUB X-TECH DE 4 PUERTOS USB 3.0","4.99","A","10.5","8","4","0","240","172","001-0030","XTC-390"
"13837","IBM 19-inch Rack Mount Kit","16.94","A","10.5","0","0","0","1","648","001-0010","96P1565"
"28992","IMPRESORA ETIQUETAS BROTHER QL-1110NWB (MAX 103MM)","886.84","A","10.5","0","0","0","3","20","001-0279","QL1110NWB"
"26276","IMPRESORA ETIQUETAS BROTHER QL-800 HASTA 62MM","381.16","A","10.5","1","0","1","13","20","001-0279","QL800"
"26356","IMPRESORA ETIQUETAS BROTHER QL-820NBW HASTA 62MM","685.83","A","10.5","2","0","1","4","20","001-0279","QL820NWB"
"53299","IMPRESORA ETIQUETAS BROTHER TD-2130NHC (MAX 56MM)","500.72","A","10.5","0","0","0","2","20","001-0279","TD-2130NHC"
"52574","IMPRESORA ETIQUETAS BROTHER TD-4420DN (MAX 104MM)","512.28","A","10.5","2","0","1","14","20","001-0279","TD-4420DN"
"01070","IMPRESORA HONEYWELL PC42T USB+ETHERNET BUJE 1/2","167.74","A","10.5","2","1","2","14","123","001-900","PC42TPE01372"
"01072","IMPRESORA TERM. HONEYWELL PC42T PLUS USB BUJE 1","189.63","A","10.5","0","1","1","0","123","001-900","PC42TPE01062"
"01071","IMPRESORA TERM. HONEYWELL PC42T PLUS USB BUJE 1/2","164.03","A","10.5","2","1","2","28","123","001-900","PC42TPE01072"
"213825","IMPRESORA TERMICA OCOM 80MM USB+RS232+LAN","66.04","A","10.5","41","20","29","568","3121","001-900","OCPP-80S-URL"
"213193","IMPRESORA TERMICA OCOM 80MM USB+RS232+LAN+WIFI","74.56","A","10.5","36","9","33","704","3121","001-900","OCPP-80S-URLW"
"210304","INK CANON G1110 SIST CONTINUO PIXMA","235.53","A","10.5","0","0","0","15","16","001-0606","4549292095302"
"210304-EXPO","INK CANON G1110 SIST CONTINUO PIXMA (CAJA ABIERTA)","218.71","A","10.5","0","0","0","0","16","001-0606","4549292095302 / EXPO"
"213038","INK EPSON L8050 PHOTO IMP CD/DVD SIST TINTA CONT","463.85","A","10.5","0","0","0","0","800","001-0607","C11CK37301"
"32209","INTEL APLBEZBLACK BEZEL STD CONTROL PANEL","16.72","A","21","3","0","0","0","1","001-0500","APLBEZBLACK"
"32662","INTEL APP3HSDBKIT HOT SWAP ADAPTER","29.77","A","21","1","0","0","0","1","001-0500","APP3HSDBKIT"
"40527","INTEL ARIGPMKIT SC5300 CHASSIS KIT","39.38","A","21","1","0","1","0","1","001-0500","ARIGPMKIT"
"31720","INTEL ASWFAN REDUNDANT FAN P/GABINETE SR2300","39.03","A","21","1","0","0","0","1","001-0500","ASWFAN"
"31163","INTEL AXXRACKFP PANEL CONTROL STD SR1400/2400","20.11","A","10.5","1","0","0","0","1","001-0500","AXXRACKFP"
"31563","INTEL AXXRIBBU1 BATTERY BACKUP FOR RAID","148.89","A","21","9","0","0","0","1","001-0500","AXXRIBBU1"
"30371","INTEL BAHIA CDROM+FLOPPY SLIMLINE SR1350E","20","A","21","4","0","0","0","1","001-0500","AKACDFLOPPY"
"30450","INTEL FTE REDUNDANTE 500VA SR2300","139.42","A","21","0","0","0","3","1","001-0500","AXX2PSMODL500"
"30380","INTEL HOTSWAP FAN SC5300 FRIGHSFANS","28.89","A","21","1","0","0","0","1","001-0500","FRIGHSFANS"
"30915","INTEL KIT 6HDD SCSI SR2400  ADRSIXDRIVE","21.94","A","21","5","0","3","0","1","001-0500","ADRSIXDRIVE"
"40258","INTEL Kit Hot Swap SCSI AXX6SCSIDB SC5300","112.08","A","10.5","1","0","0","0","1","001-0500","AXX6SCSIDB"
"30920","INTEL PLACA DE RAID X (ADRPCIXRIS)","15.21","A","21","0","0","2","0","0","","ADRPCIXRIS"
"41357","INTEL POWER DISTRIB BOARD FRIGPDB","38.92","A","21","0","1","0","0","1","001-0010","FRIGPDB"
"33761","INTEL RAID ACTIVATION KEY AXXRAKSAS2 FOX PLTFRM","299.39","A","21","3","0","0","1","1","001-0500","AXXRAKSAS2"
"335","INTEL RAID AXXRAK18E","312.89","A","10.5","4","0","0","0","1","001-0500","AXXRAK18E"
"72959","INTEL RAID CONTROL SCSI ULTRA 160 PCI","167.68","A","10.5","1","0","0","0","1","001-0500","BOXSRCU31LA"
"31564","INTEL RAID CONTROL SRCS28X","170.39","A","21","1","0","0","0","1","001-0500","SRCS28X"
"40533","INTEL RAID CONTROL SRCZCRX PCI-X","429.05","A","10.5","1","0","0","0","1","001-0500","SRCZCRX"
"33762","INTEL RAID SMART BATTERY AXXRSBBU4 FOR SRCSASRB","187.34","A","21","3","0","0","0","1","001-0500","AXXRSBBU4"
"32851","INTEL SAS/SATA BACKPLANE AXX6DRV3GEXP FOR SC5299","142.73","A","10.5","1","0","0","0","1","001-0500","AXX6DRV3GEXP"
"40598","INTEL SCSI BACKPLANE HOTSWAP A2400SCSIKIT P/A2400","69.5","A","10.5","7","0","0","0","19","001-0500","A2400SCSIKIT"
"32296","INTEL SCSI BACKPLANE KIT A1450SCSIKIT FOR SR1450","292.12","A","10.5","2","0","0","0","1","001-0500","A1450SCSIKIT"
"30381","INTEL SCSI CABLE SERVER CHASIS SC5300","28.44","A","10.5","1","0","0","0","1","001-0500","AXX04HSBPYCBL"
"16560","INTEL SERVER SYSTEM P4304BTSSFCNR","706.4","A","10.5","1","0","0","0","1","001-0500","P4304BTSSFCNR"
"30913","INTEL SR2400 TAPE KIT ADRTAPEKIT","25.27","A","10.5","3","0","2","0","1","001-0500","ADRTAPEKIT"
"70317","INTELLICAD BRICSNET ANUAL + MANUALES","126.45","A","21","8","0","2","0","1","001-0510",""
"53918","INTERRUPTOR SMART GRALF WIFI 16A","21.24","A","21","1","0","0","0","212","001-0212","GF-SMBOX-PLUS"
"49525","INYECTOR POE HPE-Aruba 1P 802.3at  30W Midspan","113.07","A","10.5","0","0","0","0","605","001-0430","R6P67A"
"51078","INYECTOR POE HPE-Aruba Instant On 15.4W 802.3af","60.06","A","10.5","0","0","0","22","605","001-0430","R8W31A"
"18172","INYECTOR POE PASIVO AIRLIVE","6.23","A","21","1","0","0","0","600","001-0055","POE-1P"
"13964","IP CAM D-LINK DCS-6510L 11N VGA D/N PTZ EXTERIOR","57.74","A","21","0","0","1","0","156","001-0304","DCS-6510/L"
"213259","JACK FURUKAWA RJ45 HEMBRA CAT.6 MULTILAN BEIGE","5.71","A","21","0","0","0","1","41","001-1055","35030604"
"27618","JACK FURUKAWA RJ45 HEMBRA CAT.6A BLINDADO AUG. BL","12.35","A","10.5","0","0","0","1","41","001-1055","35080100"
"4332","JACK RJ45 HEMBRA CAT.5E GLC 110 IDC A/B  BLANCO","0.65","A","21","0","0","0","138","141","001-1055","CE-4002"
"5139","JACK RJ45 HEMBRA CAT.5E GLC 110 IDC A/B NEGRO","0.65","A","21","0","0","0","43","141","001-1055","CE-4003"
"5395","JACK RJ45 HEMBRA CAT.6 GLC 110 IDC A/B  BLANCO","0.82","A","21","0","0","1","0","141","001-1055","4009"
"5804","JC61-04450A   STACKER-MAIN; ML-2165","1.37","A","21","769","49","47","50","0","001-0455","JC61-04450A"
"213298","JOYSTICK COOLER MASTER STORM CONTROLLER","58.05","A","21","1","0","0","0","115","001-0341","CMI-GSCX-BK1"
"212901","JOYSTICK GENIUS GX-17UV P/ PC - PS3 VIBRACION","11.9","A","21","20","22","36","145","40","001-0341","31610001400"
"210226","JUEGO DE CUBIERTOS BRINOX 16 P ITAPARICA 6000/709","11.5","A","21","0","3","1","10","1","001-0580","7896502843428"
"210225","JUEGO DE CUBIERTOS BRINOX 20 P ITAPARICA 6000/757","11.74","A","21","0","0","0","2","1","001-0580","7896502825851"
"210141","JUEGO DE OLLAS BRINOX MAPLE 5 PIEZAS 7211/400 ROJO","76.39","A","21","2","0","0","1","1","001-0580","7896502816248"
"35278","KEY UPGRADE LENOVO RAID 5 M1200 ZERO CACHE","66.55","A","21","0","0","0","8","250","001-0055","00AE930"
"18441","KEY UPGRADE LENOVO RAID 5 M5100 ZERO CACHE","41.14","A","21","3","0","0","0","250","001-0055","81Y4544"
"37991","KIOSKO INTERACTIVO SERIE ATRIA","2585.77","A","21","1","0","0","0","1","001-0420","803007"
"54015","KIT ACCESORIOS PARA MINI TORNO GRALF","44.43","A","21","0","0","0","4","212","003-1000","KTGF-249ACC"
"17007","KIT ADAPTADOR SAS IBM (EXTERNAL ENCLOSURE)","75.02","A","10.5","0","0","0","1","250","001-0500","40K2599"
"17860","KIT DE ENSAMBLE IBM 3 x 2,5 in HS HDD X3250M5","24.2","A","21","0","0","0","19","250","001-0500","00KC525"
"15381","KIT DE ENSAMBLE IBM 4 x 3,5 in HS HDD X3300M4","83.49","A","10.5","0","0","0","2","250","001-0500","00D2591"
"15380","KIT DE ENSAMBLE IBM 8 x 2,5 in HS HDD X3500M4","234.14","A","10.5","0","0","0","4","250","001-0500","94Y5978"
"24580","KIT DE ENSAMBLE IBM 8 x 2,5 in HS HDD X3650M5","546.92","A","10.5","0","0","0","1","250","001-0500","00FK661"
"47609","KIT DE ENSAMBLE IBM 8 x 2.5 in HDD X3650M4","93.17","A","10.5","0","0","0","3","250","001-0010","00D9490"
"24737","Kit de montaje Aruba AP-220-MNT-W1W HPE","18.85","A","21","0","0","0","28","605","001-0430","JW047A"
"39582","KIT DE MONTAJE Aruba AP-MNT-D AP M.B- individual D","26.62","A","10.5","0","0","0","0","605","001-0430","R3J18A"
"39581","KIT DE MONTAJE Aruba AP-MNT-MP10-D AP M.B 10-pack","269.35","A","10.5","0","0","0","1","605","001-0430","Q9G71A"
"49885","KIT DE MONTAJE Aruba AP-MNT-W4 Low Profile Basic","24.76","A","21","0","0","0","20","605","001-0430","Q9U25A"
"47610","KIT DE MONTAJE RACK IBM 3572","107.45","A","10.5","0","0","0","3","648","001-0010","45E3785"
"52015","KIT DE RACK - APC EASY UPS 700MM","90.36","A","21","0","0","0","1","56","001-3560","SRVRK1"
"35348","KIT DE RACK APC SRT 2,2/3KVA","256.71","A","21","0","0","3","0","56","001-3560","SRTRK4"
"49551","Kit de Rack Aruba X414 1U Universal 4-post RM","199.53","A","10.5","0","0","0","47","605","001-0430","J9583B"
"13518","Kit de ruedas EVO2  800 (B)","240.79","A","21","0","0","0","2","150","001-1259","VA-E2-RD8B"
"45232","KIT DE RUEDAS GABITEL EVO2 1000","307.82","A","21","0","0","0","1","150","001-0054","VA-E2-RD1B"
"1612","KIT DE RUEDAS GABITEL EVO3/04  600/800/1000","198.08","A","21","0","0","0","1","150","001-0054","VA-E3-RD"
"1462","KIT FURUKAWA  ADAPTADORES FO 02F MM LC-PC X3 BEIGE","10.74","A","21","0","0","0","3","41","001-1055","35260091"
"36858","KIT FURUKAWA 3X PANEL 12 POS. LC/SC LGX - PLASTICO","8.57","A","21","0","0","0","2","41","001-1055","35265042"
"27304","KIT FURUKAWA FO BANDEJA DE EMPALME STACK 12F","21.34","A","21","0","0","2","0","41","001-1055","35260412"
"26184","KIT FURUKAWA FO BANDEJA DE EMPALME STACK 24F","33.52","A","21","0","0","0","19","41","001-1055","35260424"
